id,number,month,initial_amount,price,currency,client_code,authorized_withdrawal_person,document_url,is_archived,validated_at,granted_at,validated_by,granted_by,created_at,updated_at,created_by,updated_by
25c1fc73-57c4-4118-8789-cf4a1df37d03,CRT05-09815-9369/2026,05/2026,10000.00,2000.00,1,CL05-09815-1565/2026,,,true,,2026-05-12 19:49:11+00,,12852b96-32b2-4d1f-ba5d-16caa50b9815,2026-05-12 19:49:11+00,2026-07-12 18:41:17.877063+00,12852b96-32b2-4d1f-ba5d-16caa50b9815,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
25dbd15a-62d0-4190-8bef-c87570184da2,CRT06-084A3-4375/2026,07/2026,3000.00,2000.00,1,CL06-084A3-4764/2026,,,false,,2026-06-26 11:14:33+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-06-26 11:14:33+00,2026-09-01 14:19:51.834874+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
2646e5fc-4c3c-4ac1-b42f-5509d02e13ce,CL02-09815-7418/2026,02/2026,20000.00,1000.00,1,CL02-09815-7418/2026,,,true,,2026-02-28 18:16:52+00,,12852b96-32b2-4d1f-ba5d-16caa50b9815,2026-02-28 18:16:52+00,2026-08-21 14:17:52.946367+00,12852b96-32b2-4d1f-ba5d-16caa50b9815,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
26a2a809-9fa1-4bf5-a446-d1a3200b88d6,CRT08-084A3-8209/2026,09/2026,30000.00,2000.00,1,CL06-084A3-4791/2026,,,false,,2026-08-27 14:58:52+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-08-27 14:58:52+00,2026-09-01 14:20:57.67435+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,
280e6b03-f7c7-4f26-8981-dac4fe9c166d,CRT07-084A3-2660/2026,08/2026,5000.00,2000.00,1,CL07-084A3-2559/2026,,,true,,2026-07-24 14:04:25+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-07-24 14:04:25+00,2026-08-21 08:35:42.441844+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
28331748-7d3b-43aa-a857-b12b583759fa,CRT05-09815-7024/2026,05/2026,5000.00,2000.00,1,CL05-09815-4190/2026,,,true,,2026-05-03 18:11:24+00,,12852b96-32b2-4d1f-ba5d-16caa50b9815,2026-05-03 18:11:24+00,2026-07-11 19:35:43.709571+00,12852b96-32b2-4d1f-ba5d-16caa50b9815,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
2843ac5a-4b0d-4fe1-a4fc-dddf4ad8d98b,CRT05-09815-3831/2026,05/2026,5000.00,2000.00,1,CL05-09815-8747/2026,,,true,,2026-05-01 12:08:31+00,,12852b96-32b2-4d1f-ba5d-16caa50b9815,2026-05-01 12:08:31+00,2026-07-12 18:28:15.998306+00,12852b96-32b2-4d1f-ba5d-16caa50b9815,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
28f15842-65b2-4f04-81b9-f8dcb21eeba8,CRT07-084A3-8687/2026,07/2026,10000.00,2000.00,1,CL06-084A3-4791/2026,,,false,,2026-07-13 14:37:15+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-07-13 14:37:15+00,2026-09-01 14:20:33.171674+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
28f5f2c0-4d69-491d-8e24-98b4fee5ce35,CRT08-084A3-2066/2026,08/2026,10000.00,2000.00,1,CL06-084A3-4683/2026,,,true,,2026-08-07 12:48:55+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-08-07 12:48:55+00,2026-08-21 08:35:47.695362+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
28f9be73-eb96-4b3f-8286-7f77edbc984d,CL03-09815-7731/2026,03/2026,10000.00,1000.00,1,CL03-09815-7731/2026,,,true,,2026-03-02 18:39:41+00,,12852b96-32b2-4d1f-ba5d-16caa50b9815,2026-03-02 18:39:41+00,2026-07-12 19:34:34.755816+00,12852b96-32b2-4d1f-ba5d-16caa50b9815,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
29e33cc2-4e75-40d6-b1eb-7c907e663c41,CL03-09815-1967/2026,03/2026,5000.00,1000.00,1,CL03-09815-1967/2026,,,true,,2026-03-09 16:40:58+00,,12852b96-32b2-4d1f-ba5d-16caa50b9815,2026-03-09 16:40:58+00,2026-07-23 11:14:50.440044+00,12852b96-32b2-4d1f-ba5d-16caa50b9815,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
2acfdf00-7393-4226-abd8-c5bce0ea6ed3,CRT08-084A3-1466/2026,08/2026,10000.00,2000.00,1,CL06-084A3-3095/2026,,,false,,2026-08-01 13:54:53+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-08-01 13:54:53+00,2026-09-01 14:20:40.163573+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,
2b2e553f-8368-4074-a3f1-22767bce4641,CRT07-084A3-3028/2026,07/2026,10000.00,2000.00,1,CL06-084A3-3095/2026,,,false,,2026-07-16 13:11:38+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-07-16 13:11:38+00,2026-09-01 14:20:38.291421+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
2c401f76-96f4-4655-94df-7f2a6645e716,CRT07-084A3-6092/2026,07/2026,5000.00,2000.00,1,CL07-084A3-2402/2026,,,false,,2026-07-03 15:32:26+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-07-03 15:32:26+00,2026-09-01 14:20:25.442983+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
2c945ad6-bfd7-41e6-80fe-e1d6fb0fcb44,CRT06-084A3-4075/2026,07/2026,10000.00,2000.00,1,CL06-084A3-7409/2026,,,true,,2026-06-24 16:08:47+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-06-24 16:08:47+00,2026-08-28 15:31:55.005053+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
2cb5933b-2757-4581-8c4d-e14366119064,CRT07-084A3-1671/2026,07/2026,15000.00,2000.00,1,CL06-084A3-3325/2026,,,false,,2026-07-08 18:01:15+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-07-08 18:01:15+00,2026-09-01 14:20:27.984282+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
2d2fab90-3787-46ae-bcb7-648c6b7ab2d4,CRT05-09815-4906/2026,05/2026,5000.00,2000.00,1,CL05-09815-2009/2026,,,true,,2026-05-05 15:13:17+00,,12852b96-32b2-4d1f-ba5d-16caa50b9815,2026-05-05 15:13:17+00,2026-07-20 20:07:13.804823+00,12852b96-32b2-4d1f-ba5d-16caa50b9815,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
2d8f83bd-8bb6-47f9-8257-e12d62d57207,CRT06-084A3-6638/2026,07/2026,3000.00,2000.00,1,CL06-084A3-4647/2026,,,false,,2026-06-30 14:05:06+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-06-30 14:05:06+00,2026-09-01 14:19:53.118631+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
2e40e20f-1e7e-45e3-b47a-32d98bcf3a79,CL02-09815-4131/2026,02/2026,5000.00,1000.00,1,CL02-09815-4131/2026,,,true,,2026-02-26 15:30:50+00,,12852b96-32b2-4d1f-ba5d-16caa50b9815,2026-02-26 15:30:50+00,2026-08-04 08:53:54.577621+00,12852b96-32b2-4d1f-ba5d-16caa50b9815,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
2e44e4d1-f019-47c2-ba71-ea11931e06f0,CRT07-084A3-1541/2026,07/2026,5000.00,2000.00,1,CL06-084A3-7949/2026,,,false,,2026-07-09 13:58:37+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-07-09 13:58:37+00,2026-09-01 14:20:35.339172+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
2ee6a956-3142-41db-b5d5-e61ff021bd02,CRT07-09690-7038/2026,07/2026,15000.00,2000.00,1,CL07-09690-8806/2026,,,false,,2026-07-11 12:10:41+00,,d3b61f5e-fb50-4b45-be9f-10c2d7139690,2026-07-11 12:10:41+00,2026-07-22 18:00:49.277639+00,d3b61f5e-fb50-4b45-be9f-10c2d7139690,
2f755175-16a9-442d-b0be-af970777bac6,CL04-09815-8301/2026,04/2026,10000.00,1000.00,1,CL04-09815-8301/2026,,,false,,2026-04-13 15:30:06+00,,12852b96-32b2-4d1f-ba5d-16caa50b9815,2026-04-13 15:30:06+00,2026-08-22 15:59:31.55861+00,12852b96-32b2-4d1f-ba5d-16caa50b9815,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
300c7228-95eb-4567-883a-1a2654af01c4,CRT08-084A3-4379/2026,08/2026,10000.00,2000.00,1,CL06-084A3-6253/2026,,,false,,2026-08-03 14:21:40+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-08-03 14:21:40+00,2026-09-01 14:20:44.610239+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,
3077b8bf-cb0b-415b-bd16-db637e13e320,CRT07-084A3-4552/2026,07/2026,15000.00,2000.00,1,CL06-084A3-8998/2026,,,false,,2026-07-09 15:10:44+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-07-09 15:10:44+00,2026-09-01 14:20:29.594629+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
30f04799-8b83-4db9-813b-672fe50b5274,CRT06-084A3-3754/2026,07/2026,20000.00,2000.00,1,CL06-084A3-2664/2026,,,true,,2026-06-30 12:28:10+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-06-30 12:28:10+00,2026-08-21 08:35:28.841588+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
317229ea-e1cd-44c4-988a-14520bc4565c,CRT08-084A3-7310/2026,08/2026,10000.00,2000.00,1,CL06-084A3-3758/2026,,,false,,2026-08-24 15:35:07+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-08-24 15:35:07+00,2026-09-01 14:21:07.100425+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,
32deed0d-fe19-45a6-aa39-086394764af2,CRT07-09815-5459/2026,07/2026,10000.00,2000.00,1,CL03-09815-8973/2026,,,true,,2026-07-01 17:53:31+00,,12852b96-32b2-4d1f-ba5d-16caa50b9815,2026-07-01 17:53:31+00,2026-07-23 12:26:30.440041+00,12852b96-32b2-4d1f-ba5d-16caa50b9815,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
32e4ca98-a787-4695-a487-d57c888133a7,CRT08-084A3-8775/2026,08/2026,10000.00,2000.00,1,CL06-084A3-4003/2026,,,false,,2026-08-22 17:21:27+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-08-22 17:21:27+00,2026-09-01 14:20:55.751141+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,
3401167c-bb02-436a-b549-6ad07387bfbb,CL04-09815-8506/2026,04/2026,2000.00,1000.00,1,CL04-09815-8506/2026,,,true,,2026-04-03 14:17:49+00,,604e6df1-79e8-4118-a788-bb248eb653db,2026-04-03 14:17:49+00,2026-07-11 19:05:46.981187+00,604e6df1-79e8-4118-a788-bb248eb653db,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
346fb050-b788-4457-9167-1576b40cd466,CL03-09815-6692/2026,03/2026,10000.00,1000.00,1,CL03-09815-6692/2026,,,true,,2026-03-02 11:05:36+00,,12852b96-32b2-4d1f-ba5d-16caa50b9815,2026-03-02 11:05:36+00,2026-08-22 08:39:10.431093+00,12852b96-32b2-4d1f-ba5d-16caa50b9815,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
352a88b2-c300-4b70-b51f-bbe6c1fea745,CRT06-09815-3210/2026,06/2026,5000.00,2000.00,1,CL06-09815-6879/2026,,,true,,2026-06-01 11:26:06+00,,12852b96-32b2-4d1f-ba5d-16caa50b9815,2026-06-01 11:26:06+00,2026-07-11 19:06:44.376608+00,12852b96-32b2-4d1f-ba5d-16caa50b9815,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
35d28b67-91ea-4cfa-892a-667b963a9dc9,CRT07-09815-4168/2026,08/2026,5000.00,2000.00,1,CL07-09815-1273/2026,,,true,,2026-07-30 19:36:02+00,,12852b96-32b2-4d1f-ba5d-16caa50b9815,2026-07-30 19:36:02+00,2026-08-19 09:22:07.234617+00,12852b96-32b2-4d1f-ba5d-16caa50b9815,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
35fb6e68-d39c-41d6-8af9-bf79a45d6cea,CRT08-09815-1580/2026,08/2026,5000.00,2000.00,1,CL08-09815-4047/2026,,,false,,2026-08-30 20:03:58+00,,12852b96-32b2-4d1f-ba5d-16caa50b9815,2026-08-30 20:03:58+00,2026-09-01 08:23:54.078222+00,12852b96-32b2-4d1f-ba5d-16caa50b9815,
362102c9-ca1a-4b78-ba6a-c577405c700c,CRT08-084A3-3816/2026,08/2026,20000.00,2000.00,1,CL05-084A3-6237/2026,,,false,,2026-08-12 15:32:34+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-08-12 15:32:34+00,2026-09-01 14:20:48.132625+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,
368a55fd-eda3-48b4-9ad2-3597d46c9a12,CRT07-084A3-3331/2026,08/2026,20000.00,2000.00,1,CL06-084A3-3422/2026,,,false,,2026-07-29 16:53:34+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-07-29 16:53:34+00,2026-09-01 14:20:35.6687+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,
368d51d7-0433-424c-9a78-9f5bcf41c8c5,CRT05-053DB-4409/2026,05/2026,5000.00,2000.00,1,CL05-053DB-3528/2026,,,true,,2026-05-11 18:05:34+00,,604e6df1-79e8-4118-a788-bb248eb653db,2026-05-11 18:05:34+00,2026-07-20 19:58:08.318502+00,604e6df1-79e8-4118-a788-bb248eb653db,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
36925643-765d-42ff-b1f8-7bf8d47382ce,CRT06-084A3-4904/2026,06/2026,20000.00,2000.00,1,CL06-084A3-5405/2026,,,false,,2026-06-04 14:35:27+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-06-04 14:35:27+00,2026-09-01 14:19:41.192763+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,
369c4baf-5a64-44e5-ab4d-ea5035740313,CRT06-084A3-9423/2026,06/2026,5000.00,2000.00,1,CL06-084A3-7744/2026,,,false,,2026-06-02 17:16:23+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-06-02 17:16:23+00,2026-09-01 14:19:42.16526+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,
3761522f-db4a-43a7-ad06-059413ba2824,CRT07-084A3-7121/2026,07/2026,10000.00,2000.00,1,CL06-084A3-4697/2026,,,false,,2026-07-07 19:03:45+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-07-07 19:03:45+00,2026-09-01 14:19:49.277549+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
37a6835d-0c4a-4bce-96c4-e9fa47bdfb73,CRT06-09815-2267/2026,06/2026,4000.00,2000.00,1,CL04-09815-8842/2026,,,true,,2026-06-06 08:22:39+00,,12852b96-32b2-4d1f-ba5d-16caa50b9815,2026-06-06 08:22:39+00,2026-07-12 18:59:27.267635+00,12852b96-32b2-4d1f-ba5d-16caa50b9815,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
39048bf7-87ed-4c87-960f-388ef5be57bf,CRT07-084A3-5554/2026,07/2026,10000.00,2000.00,1,CL06-084A3-3875/2026,,,false,,2026-07-09 15:48:12+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-07-09 15:48:12+00,2026-09-01 14:20:25.76109+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
39ad0e65-a0d1-455c-bfb0-7b3621821143,CRT07-084A3-1008/2026,07/2026,20000.00,2000.00,1,CL07-084A3-8301/2026,,,true,,2026-07-10 11:41:01+00,,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,2026-07-10 11:41:01+00,2026-08-21 08:35:33.093559+00,e78fa4f8-7406-40fd-ab35-6ef9cd5784a3,064d2336-aac8-4c51-8b2a-aa4bfa3ea58b
